id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2293,"Luxurious, Clean, Cozy and Safe",84394976,Luis,,CuauhtÈmoc,19.4162,-99.17094,Entire home/apt,4048,3,88,31/12/2020,1.29,1,0,0,
2294,Todo en planta baja. Seguridad y estacionamiento.,28970090,Josefina Hitsuri,,¡lvaro ObregÛn,19.333782,-99.200874,Entire home/apt,1167,3,35,07/12/2022,0.5,2,345,9,
2295,C√≥modo Departamento para Estudiantes y Turistas.,122732154,Mario Stefan,,Gustavo A. Madero,19.47809,-99.13187,Private room,650,15,17,21/11/2022,0.32,1,212,6,
2296,BELLA HABITACI√ìN C√âNTRICA CERCANA A COYOAC√ÅN,36313360,Juan,,Benito Ju·rez,19.36056,-99.16072,Private room,420,2,80,11/12/2022,1.29,1,364,24,
2297,Apartment  in the heart of Condesa,118343372,Inmmao,,CuauhtÈmoc,19.41633,-99.17679,Entire home/apt,970,1,232,27/12/2022,3.31,4,156,32,
2298,Double bed room w/ authentic hammock & balcony,2467038,Celestin,,CuauhtÈmoc,19.42012,-99.16376,Private room,346,2,113,02/11/2022,1.62,3,89,5,
2299,Incredible Duplex Condo in New Polanco&Amenities,121259473,James,,Miguel Hidalgo,19.44368,-99.20084,Entire home/apt,2620,4,110,25/11/2022,1.58,1,55,19,
2300,Apartamento en el Centro ‚ÄúHome Sweet Home‚Äù,104099351,Marijose,,CuauhtÈmoc,19.4275,-99.15404,Entire home/apt,954,2,206,28/12/2022,2.96,2,264,44,
2301,Beautiful new apartment in Mexico City,15728745,Andres,,Miguel Hidalgo,19.41195,-99.18609,Entire home/apt,1600,1,44,17/08/2022,0.62,1,185,2,
2302,Acogedora Suite con Servicios,100988584,Jorge,,CuauhtÈmoc,19.42762,-99.15229,Entire home/apt,1336,2,205,01/12/2022,2.94,1,277,17,
2303,Departamento 423 excelente ubicaci√≥n centro CDMX,118425572,Norma Angelica,,CuauhtÈmoc,19.42586,-99.15287,Entire home/apt,897,1,198,11/12/2022,2.92,2,341,25,
2304,Agradable y c√≥modo estudio en la Condesa.,121270118,Patricia,,CuauhtÈmoc,19.41224,-99.17663,Private room,448,2,30,15/03/2020,0.43,2,45,0,
2305,Beautiful Colonial Spanish House,121281623,Arnulfo,,¡lvaro ObregÛn,19.35705,-99.18643,Entire home/apt,3811,2,24,28/01/2021,0.34,1,363,0,
2306,Comfy  bedroom w/private bathroom,84932280,Lorena,,Benito Ju·rez,19.38653,-99.14774,Private room,400,3,79,01/12/2022,1.12,1,115,6,
2307,"Depaterraza üôåüèª CERCA Santa Fe, ExpoBanamex 5 mins",120471582,Jimena,,Cuajimalpa de Morelos,19.35948,-99.28572,Entire home/apt,1099,2,22,12/11/2020,0.31,3,331,0,
2308,"Vibrant, Artsy Apartment with a View of Downtown",65250402,Teresa,,CuauhtÈmoc,19.43398,-99.14576,Entire home/apt,1592,2,151,11/12/2022,2.17,2,217,37,
2309,Ideal GRUPOS y FAMILIAS en REFORMA mejor UBICACI√ìN,122041136,Casa Galer√≠a,,CuauhtÈmoc,19.42702293,-99.1693573,Entire home/apt,4313,1,250,22/12/2022,3.59,3,8,60,
2310,"Casa Donceles Apt 7‚ù§Ô∏èIdeal for Families, sanitized",54497443,Livia,,CuauhtÈmoc,19.43687,-99.13837,Entire home/apt,2736,1,25,04/11/2022,0.35,10,126,6,
2311,AMAZING  PANORAMIC APARTMENT IN SANTA FE,120471582,Jimena,,Cuajimalpa de Morelos,19.36188,-99.26625,Entire home/apt,6000,60,9,09/11/2019,0.13,3,365,0,
2312,Apartment at the south of Mexico City.,118572000,Ventura Ramon,,Tlalpan,19.29723,-99.14174,Entire home/apt,480,3,100,06/12/2022,1.42,2,177,19,
2313,Boutique Apartment Downtown 7B,42700394,Hugo Brauer,,CuauhtÈmoc,19.43427,-99.14578,Entire home/apt,1070,1,78,04/12/2022,1.11,39,70,43,
2314,‚ù§ 25 SUITES - HOME OFFICE FOR COMPANY STAFF-WEEKLY,35406862,Thor,,CuauhtÈmoc,19.42632,-99.17102,Hotel room,11159,1,0,,,19,365,0,
2315,Loft/open Pool & jacuzzi Polanco: 20min to condesa,3047298,Erika,,Miguel Hidalgo,19.4352,-99.21258,Entire home/apt,1027,2,154,22/11/2022,2.46,5,354,12,
2316,COMODO en REFORMA vista al √ÅNGEL mejor TERRAZA,122041136,Casa Galer√≠a,,CuauhtÈmoc,19.42667961,-99.16946411,Entire home/apt,1379,1,251,27/12/2022,3.6,3,0,85,
2317,Charming room with ensuit bathroom,118646507,Claudio,,CuauhtÈmoc,19.40753,-99.16452,Private room,900,3,35,05/11/2022,0.51,1,364,4,
2318,Urban Roma Dream | Roma | 2BR,77407057,Luis Carlos,,CuauhtÈmoc,19.42189,-99.1653,Entire home/apt,2762,1,92,19/12/2022,1.32,9,322,25,
2319,"Digital Nomad Loft Near Roma & Condesa, WTC & Mall",121395047,Alex,,Benito Ju·rez,19.4007,-99.15817,Private room,1499,5,42,29/11/2022,0.6,1,336,5,
2320,Peaceful and beautiful appartment in San Angel,118678090,Jes√∫s,,¡lvaro ObregÛn,19.34876,-99.20126,Entire home/apt,271929,7,26,11/12/2022,0.37,4,180,6,
2321,"GRAN ESPACIO y COMODIDAD
En la Roma!  BIENVENIDOS!",57205972,Ignacio,,CuauhtÈmoc,19.40572,-99.164,Entire home/apt,1380,3,152,11/12/2022,2.17,1,0,26,
2322,habitaci√≥n en casa privada,113456340,Marco,,Cuajimalpa de Morelos,19.37192,-99.29086,Private room,3088,2,0,,,4,178,0,
2323,"Antara, Polanco, Carso, Apartamento.",130445271,Mario,,Miguel Hidalgo,19.44167,-99.19749,Entire home/apt,739682,365,100,18/07/2022,1.43,8,348,6,
2324,Modern Apt | Natural Light | Heart of Condesa,105762659,Alexis,,CuauhtÈmoc,19.40637,-99.17204,Entire home/apt,1112,2,67,16/10/2022,0.96,4,61,10,
2325,Bonito departamento cerca del aeropuerto,118701240,Elena,,Gustavo A. Madero,19.45996,-99.09327,Entire home/apt,439,1,123,10/12/2022,1.74,1,72,17,
2326,Cozy apartment in the heart of downtown (shared),123335218,Fermin,,CuauhtÈmoc,19.4382,-99.13439,Private room,615,4,44,28/11/2022,0.65,1,45,19,
2327,Very close to Mexico City downtown...,112024872,Lili,,CuauhtÈmoc,19.42201,-99.13298,Private room,299,1,38,19/12/2022,0.54,1,338,20,
2328,Habitaci√≥n en la Roma,118721425,Rocio,,CuauhtÈmoc,19.42235,-99.15537,Private room,330,1,4,22/04/2018,0.06,1,87,0,
2329,1Mexican home for amazing travelers.,121596173,Maria Elena,,Xochimilco,19.27359,-99.13968,Private room,480,1,48,24/03/2020,0.71,5,354,0,
2330,Loter√≠a en el Centro Hist√≥rico,123924423,Fernanda,,CuauhtÈmoc,19.43896,-99.13614,Entire home/apt,693,1,124,18/12/2022,1.78,6,253,34,
2331,Lindo Departamento Roma Sur,106756111,Antonio,,CuauhtÈmoc,19.40535,-99.15916,Entire home/apt,950,3,0,,,2,363,0,
2332,increible departamento independiente cerca del WTC,118727688,Carlos,,Benito Ju·rez,19.39712,-99.17367,Entire home/apt,700,7,0,,,1,365,0,
2333,Great Apt to live Mexico City at its fullest!,1140427,Erick,,CuauhtÈmoc,19.421,-99.17297,Entire home/apt,1148,2,299,15/12/2022,4.26,10,348,39,
2334,Cozy apartment in Roma Norte-Trendy Area,55971985,Mariela,,CuauhtÈmoc,19.41422,-99.15949,Entire home/apt,2686,28,50,22/12/2022,0.72,1,268,10,
2335,Lindo Departamento Roma Sur.,106756111,Antonio,,CuauhtÈmoc,19.40525,-99.15944,Entire home/apt,950,3,11,27/05/2022,0.16,2,88,2,
2336,"Recamara  4x4m en san pedro de los pinos, 900m WTC",118593441,Ricardo,,Benito Ju·rez,19.38534,-99.18813,Private room,450,1,27,25/01/2020,0.4,1,362,0,
2337,HABITACI√ìN EJECUTIVA,121662195,Yoli,,CuauhtÈmoc,19.43376,-99.13269,Private room,3882,1,1,28/10/2022,0.47,1,179,1,
2338,Moderno Departamento en Condesa,67833417,Miguel Elias,,CuauhtÈmoc,19.4183,-99.17405,Entire home/apt,2350,30,26,03/12/2022,0.44,1,162,7,
2339,Habitaci√≥n Privada en moderno Depto,116008333,Veronica,,Benito Ju·rez,19.39572,-99.175,Private room,950,2,55,30/10/2022,0.79,6,354,5,
2340,5th floor Entire apartment Polanco,261854,Alma,,Miguel Hidalgo,19.43607,-99.18943,Entire home/apt,970,3,4,20/08/2022,0.37,2,0,4,
2341,Habitaci√≥n sencilla dentro de casa,109843622,Humberto,,Coyoac·n,19.31947,-99.14869,Shared room,388,1,0,,,2,0,0,
2342,Private room 1 bed  excellent flat,31963755,Jennifer,,CuauhtÈmoc,19.41987,-99.16558,Private room,800,7,22,10/02/2020,0.31,2,183,0,
2343,Lovely apartment in Mexico City¬¥s heart,64581079,Martha & Samuel,,Benito Ju·rez,19.38587,-99.16326,Entire home/apt,1000,6,82,14/12/2022,1.18,1,63,8,
2344,"""El √Årbol"" Mexican Loft",118885045,Santiago Hugo,,CuauhtÈmoc,19.4489,-99.15599,Entire home/apt,640,2,82,11/12/2022,1.17,5,89,11,
2345,Roma Delight | Best Location,77407057,Luis Carlos,,CuauhtÈmoc,19.4223,-99.16516,Entire home/apt,4852,1,2,24/11/2017,0.03,9,254,0,
2346,"Apartamento Exclusivo, Muy Cerca del Aeropto CDMX.",123531770,Josue Fabian,,Iztacalco,19.40355,-99.07254,Entire home/apt,462,2,168,11/12/2022,2.67,1,158,33,
2347,Renovado y c√≥modo cuarto al sur de la ciudad!!,115580794,Mary July,,Benito Ju·rez,19.37059,-99.18404,Private room,450,1,182,05/08/2022,2.61,1,344,6,
2348,"Great Loft Goldsmith,the perfect lodging! 4pxs",48106570,Alex,,Miguel Hidalgo,19.43527,-99.20038,Entire home/apt,718,1,322,21/12/2022,4.57,14,356,2,
2349,"Anzures: Beauty, privacy & cosmopolitan charm",37632569,Ricardo,,Miguel Hidalgo,19.43521,-99.17716,Private room,355,7,11,20/03/2022,0.16,3,158,2,
2350,"Suite CDMX, cerca de Santa Fe",42420697,Anneliese,,Miguel Hidalgo,19.39289,-99.24335,Private room,1000,1,14,31/10/2021,0.2,2,68,0,
2351,Casa Berenguer is a very nice and cozy home.,118905414,Maite,,Miguel Hidalgo,19.4223,-99.20539,Entire home/apt,3888,2,114,23/11/2022,1.65,1,9,7,
2352,Sur UNAM-INP-Hospitales 2 recs. 1 est. amueblado,28513678,Jorge,,Coyoac·n,19.30422,-99.16379,Entire home/apt,700,2,2,19/04/2017,0.03,2,272,0,
2353,Explore Roma Norte from an Industrial-Chic Apartment,5974590,Chris,,CuauhtÈmoc,19.42151,-99.16501,Entire home/apt,2849,1,81,26/04/2022,1.16,6,322,4,
2354,Very Centric & Cozy Room w/TV,47790356,M√≥nica,,CuauhtÈmoc,19.42487,-99.17677,Private room,778,1,17,13/03/2020,0.27,1,267,0,
