id,neighbourhood,room_type,price,minimum_nights,minimum_price
6966,Tlalpan,Private room,400,1,400
6967,Coyoacán,Entire home/apt,540,2,1080
6968,Álvaro Obregón,Entire home/apt,1555,2,3110
6969,Benito Juárez,Private room,340,4,1360
6970,Miguel Hidalgo,Entire home/apt,1599,1,1599
6971,Benito Juárez,Private room,660,1,660
6972,Gustavo A. Madero,Entire home/apt,410,2,820
6973,Miguel Hidalgo,Entire home/apt,1100,3,3300
6974,Benito Juárez,Private room,891,2,1782
6975,Miguel Hidalgo,Private room,660,1,660
6976,Cuauhtémoc,Entire home/apt,579,3,1737
6977,Cuauhtémoc,Private room,2717,1,2717
6978,Cuauhtémoc,Entire home/apt,1683,2,3366
6979,Cuauhtémoc,Entire home/apt,1799,5,8995
6980,Miguel Hidalgo,Private room,750,1,750
6981,Miguel Hidalgo,Entire home/apt,999998,365,364999270
6982,Miguel Hidalgo,Entire home/apt,1680,1,1680
6983,Benito Juárez,Entire home/apt,1917,2,3834
6984,Cuauhtémoc,Private room,313,2,626
6985,Miguel Hidalgo,Entire home/apt,957,1,957
6986,Tlalpan,Entire home/apt,759,60,45540
6987,Azcapotzalco,Entire home/apt,1653,1,1653
6988,Coyoacán,Private room,454,1,454
6989,Álvaro Obregón,Private room,300,1,300
6990,Tlalpan,Private room,550,1,550
6991,Álvaro Obregón,Entire home/apt,350,3,1050
6992,Coyoacán,Entire home/apt,661,2,1322
6993,Miguel Hidalgo,Entire home/apt,5822,1,5822
6994,Xochimilco,Private room,230,1,230
6995,Benito Juárez,Private room,750,1,750
6996,Cuauhtémoc,Entire home/apt,959,2,1918
6997,Cuauhtémoc,Entire home/apt,1836,2,3672
6998,Gustavo A. Madero,Entire home/apt,768,1,768
6999,Álvaro Obregón,Entire home/apt,3803,2,7606
7000,Miguel Hidalgo,Private room,850,2,1700
7001,Miguel Hidalgo,Entire home/apt,2400,2,4800
7002,Miguel Hidalgo,Private room,700,1,700
7003,Cuauhtémoc,Entire home/apt,1935,1,1935
7004,Venustiano Carranza,Entire home/apt,810,1,810
7005,Cuauhtémoc,Entire home/apt,1885,1,1885
7006,Miguel Hidalgo,Entire home/apt,629,7,4403
7007,Tlalpan,Private room,2500,1,2500
7008,Cuauhtémoc,Entire home/apt,893,2,1786
7009,Benito Juárez,Entire home/apt,900,1,900
7010,Cuajimalpa de Morelos,Private room,350,2,700
7011,Cuauhtémoc,Entire home/apt,1171,2,2342
7012,Álvaro Obregón,Private room,350,2,700
7013,Benito Juárez,Private room,220,1,220
7014,Benito Juárez,Entire home/apt,755,2,1510
7015,Miguel Hidalgo,Private room,522,1,522
7016,Álvaro Obregón,Entire home/apt,5638,2,11276
7017,Coyoacán,Entire home/apt,3521,2,7042
7018,Benito Juárez,Private room,1112,1,1112
7019,Miguel Hidalgo,Entire home/apt,3729,1,3729
7020,Benito Juárez,Entire home/apt,855,3,2565
7021,Miguel Hidalgo,Entire home/apt,1564,2,3128
7022,Cuauhtémoc,Entire home/apt,700,2,1400
7023,Miguel Hidalgo,Entire home/apt,900,1,900
7024,Tlalpan,Private room,750,1,750
7025,Cuauhtémoc,Entire home/apt,3244,2,6488
7026,Cuauhtémoc,Private room,450,2,900
7027,Cuauhtémoc,Entire home/apt,600,2,1200
7028,Miguel Hidalgo,Entire home/apt,1400,3,4200
7029,Cuauhtémoc,Entire home/apt,1198,4,4792
7030,Cuauhtémoc,Entire home/apt,932,2,1864
7031,Miguel Hidalgo,Entire home/apt,1064,1,1064
7032,Miguel Hidalgo,Private room,700,2,1400
7033,Cuauhtémoc,Entire home/apt,1536,2,3072
7034,Miguel Hidalgo,Private room,585,1,585
7035,Cuauhtémoc,Entire home/apt,881,2,1762
7036,Miguel Hidalgo,Entire home/apt,2444,4,9776
7037,Benito Juárez,Private room,500,2,1000
7038,Benito Juárez,Entire home/apt,1800,3,5400
7039,Coyoacán,Entire home/apt,540,2,1080
7040,Miguel Hidalgo,Entire home/apt,1033,1,1033
7041,Azcapotzalco,Entire home/apt,1100,2,2200
7042,Cuauhtémoc,Entire home/apt,986,1,986
7043,Cuauhtémoc,Entire home/apt,1000,1,1000
7044,Coyoacán,Private room,479,2,958
7045,Miguel Hidalgo,Entire home/apt,957,1,957
7046,Benito Juárez,Private room,250,2,500
7047,Coyoacán,Entire home/apt,600,1,600
7048,Gustavo A. Madero,Entire home/apt,600,1,600
7049,Cuajimalpa de Morelos,Entire home/apt,600,2,1200
7050,Cuauhtémoc,Entire home/apt,399,1,399
7051,Cuauhtémoc,Private room,3800,1,3800
7052,Cuauhtémoc,Entire home/apt,686,1,686
7053,Miguel Hidalgo,Entire home/apt,2035,1,2035
7054,Miguel Hidalgo,Entire home/apt,807,3,2421
7055,Cuauhtémoc,Private room,600,2,1200
7056,Álvaro Obregón,Private room,400,3,1200
7057,Benito Juárez,Entire home/apt,994,2,1988
7058,Coyoacán,Entire home/apt,1629,2,3258
7059,Xochimilco,Private room,400,1,400
7060,Tlalpan,Private room,200,5,1000
7061,Tlalpan,Private room,200,5,1000
7062,Tlalpan,Private room,220,5,1100
7063,Coyoacán,Entire home/apt,1587,2,3174
7064,Cuauhtémoc,Entire home/apt,1150,2,2300
7065,Benito Juárez,Entire home/apt,550,2,1100
7066,Coyoacán,Entire home/apt,1653,2,3306
7067,Benito Juárez,Entire home/apt,1852,2,3704
7068,Coyoacán,Entire home/apt,1629,2,3258
7069,Cuauhtémoc,Entire home/apt,1747,7,12229
7070,Coyoacán,Entire home/apt,1533,2,3066
7071,Miguel Hidalgo,Entire home/apt,3882,3,11646
7072,Álvaro Obregón,Private room,359,1,359
7073,Miguel Hidalgo,Entire home/apt,500,120,60000
7074,Benito Juárez,Private room,650,2,1300
7075,Benito Juárez,Private room,220,14,3080
7076,Cuauhtémoc,Entire home/apt,932,2,1864
7077,Cuauhtémoc,Entire home/apt,1239,2,2478
7078,Cuauhtémoc,Entire home/apt,1996,2,3992
7079,Miguel Hidalgo,Private room,570,30,17100
7080,Miguel Hidalgo,Entire home/apt,900,5,4500
7081,Álvaro Obregón,Entire home/apt,7000,30,210000
7082,Cuauhtémoc,Entire home/apt,2911,1,2911
7083,Benito Juárez,Entire home/apt,875,1,875
7084,Benito Juárez,Private room,280,2,560
7085,Benito Juárez,Entire home/apt,1200,1,1200
7086,Benito Juárez,Entire home/apt,975,1,975
7087,Benito Juárez,Entire home/apt,975,1,975
7088,Cuauhtémoc,Entire home/apt,600,2,1200
7089,Cuauhtémoc,Entire home/apt,1028,1,1028
7090,Cuauhtémoc,Entire home/apt,1030,4,4120
7091,Benito Juárez,Entire home/apt,513,5,2565
7092,Milpa Alta,Entire home/apt,214,1,214
7093,Álvaro Obregón,Entire home/apt,1367,1,1367
7094,Miguel Hidalgo,Entire home/apt,2057,2,4114
7095,Miguel Hidalgo,Entire home/apt,957,1,957
7096,Coyoacán,Private room,395,1,395
7097,Benito Juárez,Entire home/apt,450,5,2250
7098,Cuauhtémoc,Private room,1000,2,2000
7099,Cuauhtémoc,Entire home/apt,1923,2,3846
7100,Cuauhtémoc,Entire home/apt,660,365,240900
7101,Benito Juárez,Private room,300,30,9000
7102,Coyoacán,Private room,300,7,2100
7103,Miguel Hidalgo,Entire home/apt,1033,1,1033
7104,Miguel Hidalgo,Entire home/apt,1340,1,1340
7105,Miguel Hidalgo,Entire home/apt,1033,1,1033
7106,Miguel Hidalgo,Entire home/apt,1808,1,1808
7107,Benito Juárez,Entire home/apt,500,3,1500
7108,Miguel Hidalgo,Entire home/apt,881,1,881
7109,Cuauhtémoc,Entire home/apt,5429,2,10858
7110,La Magdalena Contreras,Entire home/apt,350,2,700
7111,Cuauhtémoc,Entire home/apt,1522,5,7610
7112,Cuauhtémoc,Entire home/apt,1145,1,1145
7113,Cuauhtémoc,Hotel room,1144,1,1144
7114,Benito Juárez,Entire home/apt,890,25,22250
7115,Cuauhtémoc,Private room,500,2,1000
7116,Cuauhtémoc,Entire home/apt,820,1,820
7117,Miguel Hidalgo,Private room,250,3,750
7118,Cuauhtémoc,Hotel room,1300,1,1300
7119,Coyoacán,Entire home/apt,1743,2,3486
7120,Cuauhtémoc,Entire home/apt,1120,2,2240
7121,Coyoacán,Private room,350,3,1050
7122,Cuauhtémoc,Entire home/apt,406,2,812
7123,Coyoacán,Entire home/apt,935,6,5610
7124,Cuauhtémoc,Entire home/apt,851,2,1702
7125,Coyoacán,Entire home/apt,5503,1,5503
7126,Cuauhtémoc,Entire home/apt,907,1,907
7127,Cuauhtémoc,Private room,421,1,421
7128,Cuauhtémoc,Entire home/apt,4500,2,9000
7129,Benito Juárez,Entire home/apt,950,2,1900
7130,Cuauhtémoc,Entire home/apt,6793,2,13586
7131,Coyoacán,Entire home/apt,980,3,2940
7132,Cuajimalpa de Morelos,Private room,350,2,700
7133,Álvaro Obregón,Private room,250,1,250
7134,Cuauhtémoc,Entire home/apt,1300,2,2600
7135,Tlalpan,Shared room,192,120,23040
7136,Miguel Hidalgo,Entire home/apt,1350,365,492750
7137,Benito Juárez,Entire home/apt,800,7,5600
7138,Tlalpan,Private room,224,4,896
7139,Miguel Hidalgo,Entire home/apt,1850,2,3700
7140,Cuauhtémoc,Private room,425,1,425
7141,Cuauhtémoc,Hotel room,375,1,375
7142,Cuauhtémoc,Private room,650,1,650
7143,Cuauhtémoc,Entire home/apt,784,2,1568
7144,Cuauhtémoc,Entire home/apt,750,2,1500
7145,Álvaro Obregón,Private room,200,1,200
7146,Cuauhtémoc,Private room,199,6,1194
7147,Benito Juárez,Entire home/apt,600,30,18000
7148,Tláhuac,Entire home/apt,263,1,263
7149,Cuauhtémoc,Private room,201,3,603
7150,Benito Juárez,Entire home/apt,2000,15,30000
7151,Miguel Hidalgo,Private room,6500,39,253500
7152,Venustiano Carranza,Entire home/apt,590,1,590
7153,Cuauhtémoc,Private room,300,3,900
7154,Álvaro Obregón,Private room,190,2,380
7155,Venustiano Carranza,Entire home/apt,580,1,580
7156,Gustavo A. Madero,Private room,2000,1,2000
7157,Miguel Hidalgo,Entire home/apt,729,1,729
7158,Benito Juárez,Entire home/apt,741,3,2223
7159,Cuajimalpa de Morelos,Private room,350,2,700
7160,Benito Juárez,Entire home/apt,1592,1,1592
7161,Venustiano Carranza,Entire home/apt,391,2,782
7162,Cuauhtémoc,Private room,359,1,359
7163,Cuauhtémoc,Private room,361,1,361
7164,Cuauhtémoc,Entire home/apt,807,1,807
7165,Cuauhtémoc,Entire home/apt,1383,2,2766
7166,Coyoacán,Private room,300,1,300
7167,Miguel Hidalgo,Entire home/apt,1000,2,2000
7168,Cuauhtémoc,Hotel room,2531,1,2531
7169,Benito Juárez,Entire home/apt,1037,2,2074
7170,Miguel Hidalgo,Entire home/apt,809,1,809
7171,Venustiano Carranza,Private room,406,1,406
7172,Cuauhtémoc,Hotel room,3001,1,3001
7173,Venustiano Carranza,Private room,433,1,433
7174,Cuauhtémoc,Hotel room,1300,1,1300
7175,Benito Juárez,Entire home/apt,535,4,2140
7176,Miguel Hidalgo,Entire home/apt,1957,2,3914
7177,Azcapotzalco,Entire home/apt,611,2,1222
7178,Miguel Hidalgo,Entire home/apt,501,2,1002
7179,Álvaro Obregón,Private room,450,3,1350
7180,Cuauhtémoc,Entire home/apt,5075,2,10150
7181,Coyoacán,Entire home/apt,800,14,11200
7182,Miguel Hidalgo,Entire home/apt,1993,2,3986
7183,Coyoacán,Private room,350,3,1050
7184,Benito Juárez,Private room,400,1,400
7185,Miguel Hidalgo,Entire home/apt,1936,1,1936
7186,Coyoacán,Private room,500,1,500
7187,Cuauhtémoc,Hotel room,1144,1,1144
7188,Cuauhtémoc,Hotel room,3003,1,3003
7189,Coyoacán,Entire home/apt,700,2,1400
7190,Cuauhtémoc,Private room,1800,2,3600
7191,Tláhuac,Entire home/apt,240,1,240
7192,Álvaro Obregón,Private room,599,5,2995
7193,Álvaro Obregón,Entire home/apt,800,3,2400
7194,Álvaro Obregón,Hotel room,817,2,1634
7195,Benito Juárez,Private room,350,2,700
7196,Cuauhtémoc,Private room,300,3,900
7197,Benito Juárez,Private room,300,1,300
7198,Cuauhtémoc,Private room,250,3,750
7199,Cuauhtémoc,Private room,304,2,608
7200,Cuauhtémoc,Private room,794,2,1588
7201,Cuauhtémoc,Hotel room,2531,1,2531
7202,Cuauhtémoc,Hotel room,2531,1,2531
7203,Miguel Hidalgo,Private room,500,3,1500
7204,Álvaro Obregón,Private room,580,1,580
7205,Benito Juárez,Private room,500,2,1000
7206,Cuauhtémoc,Entire home/apt,1059,2,2118
7207,Cuauhtémoc,Entire home/apt,343566,1,343566
7208,Tlalpan,Private room,300,1,300
7209,Gustavo A. Madero,Private room,680,3,2040
7210,Cuauhtémoc,Entire home/apt,400,2,800
7211,Tlalpan,Private room,450,1,450
7212,Coyoacán,Entire home/apt,981,2,1962
7213,Álvaro Obregón,Entire home/apt,1800,5,9000
7214,Benito Juárez,Private room,583,1,583
7215,Cuauhtémoc,Entire home/apt,530,5,2650
7216,Miguel Hidalgo,Private room,250,2,500
7217,Cuauhtémoc,Entire home/apt,901,2,1802
7218,Álvaro Obregón,Private room,800,1,800
7219,Cuauhtémoc,Private room,550,1,550
7220,Azcapotzalco,Private room,320,1,320
7221,Coyoacán,Entire home/apt,499,180,89820
7222,Venustiano Carranza,Entire home/apt,450,2,900
7223,Coyoacán,Private room,550,1,550
7224,Álvaro Obregón,Shared room,350,1,350
7225,Cuauhtémoc,Entire home/apt,6000,2,12000
7226,Cuauhtémoc,Private room,487,1,487
7227,Miguel Hidalgo,Entire home/apt,1000,2,2000
7228,Cuajimalpa de Morelos,Entire home/apt,1200,1,1200
7229,Cuauhtémoc,Private room,463,1,463
7230,Cuauhtémoc,Entire home/apt,2200,3,6600
7231,Cuauhtémoc,Entire home/apt,730,14,10220
7232,Cuauhtémoc,Entire home/apt,1764,3,5292
7233,Benito Juárez,Entire home/apt,1001,2,2002
7234,Cuauhtémoc,Entire home/apt,2500,1,2500
7235,Miguel Hidalgo,Entire home/apt,1371,1,1371
7236,Iztapalapa,Entire home/apt,490,1,490
7237,Cuauhtémoc,Private room,500,1,500
7238,Álvaro Obregón,Private room,359,1,359
7239,Cuauhtémoc,Entire home/apt,580,3,1740
7240,Miguel Hidalgo,Entire home/apt,1968,1,1968
7241,Cuauhtémoc,Entire home/apt,2628,2,5256
7242,Xochimilco,Entire home/apt,800,2,1600
7243,Gustavo A. Madero,Private room,444,1,444
7244,Miguel Hidalgo,Entire home/apt,1390,3,4170
7245,Cuauhtémoc,Entire home/apt,890,1,890
7246,Cuauhtémoc,Entire home/apt,1109,2,2218
7247,Cuauhtémoc,Entire home/apt,360,2,720
7248,Miguel Hidalgo,Entire home/apt,1025,1,1025
7249,Cuauhtémoc,Entire home/apt,4977,1,4977
7250,Miguel Hidalgo,Entire home/apt,972,1,972
7251,Cuauhtémoc,Private room,350,3,1050
7252,Cuauhtémoc,Entire home/apt,1000,1,1000
7253,Tlalpan,Entire home/apt,2250,1,2250
7254,Tláhuac,Private room,280,1,280
7255,Álvaro Obregón,Private room,650,2,1300
7256,Cuauhtémoc,Entire home/apt,751,1,751
7257,Cuauhtémoc,Entire home/apt,707,2,1414
7258,Cuauhtémoc,Entire home/apt,876,2,1752
7259,Miguel Hidalgo,Entire home/apt,6000,3,18000
7260,Cuauhtémoc,Private room,554,2,1108
7261,Tlalpan,Entire home/apt,490,3,1470
7262,Miguel Hidalgo,Entire home/apt,18000,7,126000
7263,Cuauhtémoc,Entire home/apt,2329,3,6987
7264,Álvaro Obregón,Entire home/apt,1500,1,1500
7265,Miguel Hidalgo,Entire home/apt,2426,2,4852
7266,Cuauhtémoc,Private room,791,3,2373
7267,Venustiano Carranza,Entire home/apt,986,3,2958
7268,Tlalpan,Entire home/apt,323,3,969
7269,Miguel Hidalgo,Entire home/apt,820,6,4920
7270,Tlalpan,Entire home/apt,1500,7,10500
7271,Benito Juárez,Private room,300,2,600
7272,Xochimilco,Entire home/apt,1000,2,2000
7273,Tlalpan,Private room,500,1,500
7274,Cuauhtémoc,Entire home/apt,533,3,1599
7275,Álvaro Obregón,Entire home/apt,1400,5,7000
7276,Miguel Hidalgo,Entire home/apt,6793,3,20379
7277,Cuauhtémoc,Entire home/apt,1910,2,3820
7278,Benito Juárez,Entire home/apt,304,3,912
7279,Miguel Hidalgo,Entire home/apt,986,2,1972
7280,Cuauhtémoc,Entire home/apt,2115,2,4230
7281,Cuauhtémoc,Entire home/apt,812,4,3248
7282,Miguel Hidalgo,Entire home/apt,8040,3,24120
7283,Cuauhtémoc,Entire home/apt,1456,2,2912
7284,Cuajimalpa de Morelos,Entire home/apt,980,2,1960
7285,Tlalpan,Private room,509,1,509
7286,Miguel Hidalgo,Entire home/apt,839,4,3356
7287,Cuauhtémoc,Entire home/apt,290,2,580
7288,Miguel Hidalgo,Private room,1142,1,1142
7289,Cuauhtémoc,Entire home/apt,776,4,3104
7290,Cuauhtémoc,Entire home/apt,1050,2,2100
7291,Cuauhtémoc,Entire home/apt,873,5,4365
7292,Azcapotzalco,Entire home/apt,628,1,628
7293,Cuauhtémoc,Entire home/apt,960,3,2880
7294,Cuauhtémoc,Entire home/apt,2000,3,6000
7295,Iztapalapa,Private room,250,2,500
7296,Cuauhtémoc,Hotel room,1745,1,1745
7297,Miguel Hidalgo,Private room,871,1,871
7298,Miguel Hidalgo,Entire home/apt,851,1,851
7299,Miguel Hidalgo,Entire home/apt,870,1,870
7300,Cuauhtémoc,Entire home/apt,750,1,750
7301,Cuauhtémoc,Private room,799,2,1598
7302,Miguel Hidalgo,Entire home/apt,903,1,903
7303,Cuauhtémoc,Entire home/apt,1291,2,2582
7304,Gustavo A. Madero,Entire home/apt,850,2,1700
7305,Benito Juárez,Entire home/apt,1199,2,2398
7306,Cuauhtémoc,Entire home/apt,1572,1,1572
7307,Miguel Hidalgo,Entire home/apt,2836,5,14180
7308,Miguel Hidalgo,Entire home/apt,1553,2,3106
7309,Cuajimalpa de Morelos,Entire home/apt,990,2,1980
7310,Cuauhtémoc,Private room,250,5,1250
7311,Álvaro Obregón,Private room,400,4,1600
7312,Miguel Hidalgo,Private room,489,3,1467
7313,Cuauhtémoc,Entire home/apt,1000,2,2000
7314,Cuauhtémoc,Entire home/apt,458,1,458
7315,Miguel Hidalgo,Entire home/apt,850,1,850
7316,Miguel Hidalgo,Entire home/apt,850,1,850
7317,Miguel Hidalgo,Entire home/apt,1490,1,1490
7318,Miguel Hidalgo,Entire home/apt,884,1,884
7319,Álvaro Obregón,Private room,400,3,1200
7320,Benito Juárez,Entire home/apt,3990,4,15960
7321,Gustavo A. Madero,Private room,310,1,310
7322,Miguel Hidalgo,Entire home/apt,800,1,800
7323,Gustavo A. Madero,Private room,2800,30,84000
7324,La Magdalena Contreras,Private room,900,2,1800
7325,Benito Juárez,Private room,227,3,681
7326,Álvaro Obregón,Private room,369,1,369
7327,Tlalpan,Private room,450,1,450
7328,Benito Juárez,Entire home/apt,800,7,5600
7329,Benito Juárez,Entire home/apt,1150,2,2300
7330,Tlalpan,Private room,486,1,486
7331,Miguel Hidalgo,Entire home/apt,745,4,2980
7332,Benito Juárez,Private room,400,1,400
7333,Miguel Hidalgo,Entire home/apt,1200,4,4800
7334,Benito Juárez,Entire home/apt,697,4,2788
7335,Cuauhtémoc,Entire home/apt,750,2,1500
7336,Benito Juárez,Private room,190,30,5700
7337,Cuauhtémoc,Private room,2327,1,2327
7338,Cuauhtémoc,Entire home/apt,2975,1,2975
7339,Cuauhtémoc,Entire home/apt,4913,1,4913
7340,Cuauhtémoc,Private room,2114,1,2114
7341,Cuauhtémoc,Private room,400,1,400
7342,Cuauhtémoc,Private room,225,1,225
7343,Miguel Hidalgo,Entire home/apt,1000,31,31000
7344,Benito Juárez,Entire home/apt,282,3,846
7345,Coyoacán,Private room,600,3,1800
7346,Miguel Hidalgo,Entire home/apt,970,1,970
7347,Miguel Hidalgo,Entire home/apt,2500,2,5000
7348,Miguel Hidalgo,Entire home/apt,700,1,700
7349,Cuauhtémoc,Entire home/apt,820,3,2460
7350,Miguel Hidalgo,Entire home/apt,2500,2,5000
7351,Cuauhtémoc,Private room,688,2,1376
7352,Miguel Hidalgo,Entire home/apt,851,90,76590
7353,Benito Juárez,Entire home/apt,650,2,1300
7354,Benito Juárez,Private room,580,1,580
7355,Cuauhtémoc,Entire home/apt,2908,1,2908
7356,Tlalpan,Private room,241,5,1205
7357,Cuauhtémoc,Entire home/apt,1277,3,3831
7358,Cuajimalpa de Morelos,Entire home/apt,700,30,21000
7359,Cuauhtémoc,Entire home/apt,2523,2,5046
7360,Xochimilco,Private room,360,1,360
7361,Cuauhtémoc,Entire home/apt,650,2,1300
7362,Cuauhtémoc,Entire home/apt,1306,1,1306
7363,Miguel Hidalgo,Entire home/apt,2250,2,4500
7364,Álvaro Obregón,Entire home/apt,1501,3,4503
7365,Álvaro Obregón,Entire home/apt,5327,2,10654
7366,Álvaro Obregón,Entire home/apt,1283,3,3849
7367,Benito Juárez,Entire home/apt,1297,1,1297
7368,Miguel Hidalgo,Entire home/apt,860,1,860
7369,Tlalpan,Entire home/apt,1380,2,2760
7370,Álvaro Obregón,Entire home/apt,1283,5,6415
7371,Miguel Hidalgo,Entire home/apt,877,1,877
7372,Álvaro Obregón,Entire home/apt,1283,5,6415
7373,Miguel Hidalgo,Entire home/apt,821,1,821
7374,Coyoacán,Private room,250,1,250
7375,Álvaro Obregón,Private room,700,4,2800
7376,Coyoacán,Private room,211,7,1477
7377,Miguel Hidalgo,Entire home/apt,5384,7,37688
7378,Coyoacán,Entire home/apt,1950,2,3900
7379,Cuauhtémoc,Entire home/apt,1344,2,2688
7380,Benito Juárez,Private room,220,4,880
7381,Benito Juárez,Entire home/apt,26000,365,9490000
7382,Miguel Hidalgo,Entire home/apt,750,1,750
7383,Cuauhtémoc,Entire home/apt,1000,1,1000
7384,Cuauhtémoc,Entire home/apt,2010,2,4020
7385,Benito Juárez,Private room,252,4,1008
7386,Benito Juárez,Private room,490,2,980
7387,Benito Juárez,Entire home/apt,1687,3,5061
7388,Miguel Hidalgo,Private room,656,1,656
7389,Tlalpan,Private room,2500,4,10000
7390,Cuauhtémoc,Entire home/apt,845,1,845
7391,Cuauhtémoc,Entire home/apt,1844,3,5532
7392,Cuauhtémoc,Entire home/apt,1110,1,1110
7393,Miguel Hidalgo,Private room,384,1,384
7394,Miguel Hidalgo,Private room,533,1,533
7395,Tlalpan,Private room,1000,1,1000
7396,Miguel Hidalgo,Private room,1028,1,1028
7397,Cuauhtémoc,Entire home/apt,3503,1,3503
7398,Cuauhtémoc,Entire home/apt,712,1,712
7399,Miguel Hidalgo,Private room,706,1,706
7400,Miguel Hidalgo,Entire home/apt,1583,4,6332
7401,Álvaro Obregón,Entire home/apt,329,2,658
7402,Cuauhtémoc,Private room,597,3,1791
7403,Cuauhtémoc,Entire home/apt,759,1,759
7404,Miguel Hidalgo,Private room,626,1,626
7405,Miguel Hidalgo,Entire home/apt,891,1,891
7406,Álvaro Obregón,Private room,500,7,3500
7407,Miguel Hidalgo,Entire home/apt,869,1,869
7408,Cuauhtémoc,Entire home/apt,750,21,15750
7409,Cuauhtémoc,Entire home/apt,783,1,783
7410,Miguel Hidalgo,Entire home/apt,7500,45,337500
7411,Xochimilco,Entire home/apt,800,1,800
7412,Benito Juárez,Entire home/apt,568,5,2840
7413,Cuauhtémoc,Entire home/apt,700,3,2100
7414,Xochimilco,Entire home/apt,550,2,1100
7415,Benito Juárez,Entire home/apt,750,1,750
7416,Cuajimalpa de Morelos,Private room,400,2,800
