id,neighbourhood,room_type,price,minimum_nights,minimum_price
9981,Tlalpan,Private room,260,2,520
9982,Miguel Hidalgo,Entire home/apt,971,1,971
9983,Álvaro Obregón,Private room,301,2,602
9984,Álvaro Obregón,Entire home/apt,3275,1,3275
9985,Miguel Hidalgo,Entire home/apt,1100,2,2200
9986,Cuauhtémoc,Private room,658,1,658
9987,Cuauhtémoc,Private room,658,1,658
9988,Cuauhtémoc,Private room,658,1,658
9989,Cuauhtémoc,Private room,776,5,3880
9990,Tlalpan,Private room,229,7,1603
9991,Cuauhtémoc,Private room,563,1,563
9992,Cuajimalpa de Morelos,Private room,3599,1,3599
9993,Cuauhtémoc,Private room,658,1,658
9994,Cuauhtémoc,Private room,494,1,494
9995,Álvaro Obregón,Entire home/apt,850,2,1700
9996,Cuajimalpa de Morelos,Entire home/apt,1082,1,1082
9997,Miguel Hidalgo,Entire home/apt,1004,1,1004
9998,Benito Juárez,Entire home/apt,1414,6,8484
9999,Álvaro Obregón,Private room,301,2,602
10000,Cuauhtémoc,Entire home/apt,956,2,1912
10001,Venustiano Carranza,Entire home/apt,3640,1,3640
10002,Cuauhtémoc,Entire home/apt,1500,1,1500
10003,Gustavo A. Madero,Private room,259,1,259
10004,Tlalpan,Entire home/apt,664,1,664
10005,Cuajimalpa de Morelos,Private room,5342,1,5342
10006,Tlalpan,Private room,400,30,12000
10007,Tlalpan,Private room,300,30,9000
10008,Coyoacán,Private room,225,1,225
10009,Miguel Hidalgo,Entire home/apt,1900,2,3800
10010,Álvaro Obregón,Entire home/apt,1653,2,3306
10011,Cuauhtémoc,Entire home/apt,490,3,1470
10012,Cuauhtémoc,Private room,500,1,500
10013,Gustavo A. Madero,Private room,500,1,500
10014,Benito Juárez,Entire home/apt,891,2,1782
10015,Benito Juárez,Private room,300,2,600
10016,Azcapotzalco,Private room,350,1,350
10017,Cuauhtémoc,Entire home/apt,850,30,25500
10018,Benito Juárez,Entire home/apt,1857,1,1857
10019,Cuauhtémoc,Entire home/apt,5767,2,11534
10020,Iztapalapa,Private room,350,1,350
10021,Miguel Hidalgo,Entire home/apt,1844,2,3688
10022,Miguel Hidalgo,Private room,500,2,1000
10023,Cuauhtémoc,Entire home/apt,1200,2,2400
10024,Venustiano Carranza,Entire home/apt,510,1,510
10025,Cuauhtémoc,Entire home/apt,1611,1,1611
10026,Cuauhtémoc,Entire home/apt,899,1,899
10027,Benito Juárez,Private room,1200,1,1200
10028,Coyoacán,Entire home/apt,1000,2,2000
10029,Cuauhtémoc,Entire home/apt,2089,2,4178
10030,Cuauhtémoc,Entire home/apt,2565,2,5130
10031,Cuauhtémoc,Private room,7388,1,7388
10032,Cuauhtémoc,Entire home/apt,1261,3,3783
10033,Cuajimalpa de Morelos,Entire home/apt,759,1,759
10034,Cuauhtémoc,Shared room,200,28,5600
10035,Azcapotzalco,Entire home/apt,997,1,997
10036,Miguel Hidalgo,Entire home/apt,1400,13,18200
10037,Azcapotzalco,Entire home/apt,928,2,1856
10038,Cuauhtémoc,Private room,494,1,494
10039,Cuauhtémoc,Private room,494,1,494
10040,Cuauhtémoc,Entire home/apt,2374,1,2374
10041,Cuauhtémoc,Private room,494,1,494
10042,Cuauhtémoc,Private room,494,1,494
10043,Cuauhtémoc,Private room,494,1,494
10044,Cuauhtémoc,Private room,494,1,494
10045,Cuauhtémoc,Private room,658,1,658
10046,Cuauhtémoc,Entire home/apt,1314,3,3942
10047,Álvaro Obregón,Entire home/apt,1000,30,30000
10048,Cuauhtémoc,Entire home/apt,5800,2,11600
10049,Azcapotzalco,Entire home/apt,850,2,1700
10050,Xochimilco,Entire home/apt,289,3,867
10051,Cuauhtémoc,Private room,494,1,494
10052,Cuauhtémoc,Private room,494,1,494
10053,Miguel Hidalgo,Entire home/apt,1490,1,1490
10054,Cuauhtémoc,Private room,494,1,494
10055,Coyoacán,Entire home/apt,829,2,1658
10056,Benito Juárez,Entire home/apt,543,1,543
10057,Cuauhtémoc,Entire home/apt,900,2,1800
10058,Tlalpan,Private room,778,1,778
10059,Cuauhtémoc,Private room,658,1,658
10060,Cuauhtémoc,Private room,494,1,494
10061,Benito Juárez,Entire home/apt,2814,1,2814
10062,Cuauhtémoc,Private room,770,1,770
10063,Cuauhtémoc,Private room,2655,1,2655
10064,Cuauhtémoc,Shared room,206,28,5768
10065,Cuauhtémoc,Private room,1070,1,1070
10066,Cuauhtémoc,Private room,1070,1,1070
10067,Cuauhtémoc,Private room,299,7,2093
10068,Cuauhtémoc,Private room,1070,1,1070
10069,Cuauhtémoc,Private room,967,1,967
10070,Benito Juárez,Entire home/apt,827,1,827
10071,Cuauhtémoc,Private room,330,1,330
10072,Cuauhtémoc,Entire home/apt,1203,3,3609
10073,Cuauhtémoc,Private room,967,1,967
10074,Cuauhtémoc,Private room,967,1,967
10075,Benito Juárez,Entire home/apt,818,1,818
10076,Benito Juárez,Private room,650,1,650
10077,Álvaro Obregón,Private room,3402,1,3402
10078,Benito Juárez,Private room,900,1,900
10079,Coyoacán,Entire home/apt,1944,2,3888
10080,Coyoacán,Private room,500,1,500
10081,Benito Juárez,Private room,650,4,2600
10082,Benito Juárez,Entire home/apt,1149,2,2298
10083,Cuauhtémoc,Entire home/apt,1400,2,2800
10084,Cuauhtémoc,Entire home/apt,810,3,2430
10085,Miguel Hidalgo,Entire home/apt,3300,1,3300
10086,Cuauhtémoc,Private room,444,1,444
10087,Cuauhtémoc,Private room,1364,2,2728
10088,Cuauhtémoc,Shared room,200,28,5600
10089,Miguel Hidalgo,Entire home/apt,550,2,1100
10090,Cuauhtémoc,Shared room,1700,1,1700
10091,Cuauhtémoc,Entire home/apt,2035,2,4070
10092,Álvaro Obregón,Private room,2400,7,16800
10093,Álvaro Obregón,Entire home/apt,679,1,679
10094,Miguel Hidalgo,Private room,300,7,2100
10095,Tlalpan,Private room,250,5,1250
10096,Coyoacán,Private room,736,1,736
10097,Cuauhtémoc,Entire home/apt,1066,2,2132
10098,Cuauhtémoc,Private room,577,1,577
10099,Cuauhtémoc,Private room,320,2,640
10100,Cuauhtémoc,Entire home/apt,17214,1,17214
10101,Cuauhtémoc,Entire home/apt,4101,2,8202
10102,Cuauhtémoc,Entire home/apt,1643,3,4929
10103,Miguel Hidalgo,Entire home/apt,731,1,731
10104,Miguel Hidalgo,Entire home/apt,929,1,929
10105,Miguel Hidalgo,Entire home/apt,920,1,920
10106,Cuauhtémoc,Entire home/apt,1034,3,3102
10107,Miguel Hidalgo,Entire home/apt,867,1,867
10108,Cuauhtémoc,Entire home/apt,1516,3,4548
10109,Miguel Hidalgo,Entire home/apt,679,8,5432
10110,Cuauhtémoc,Entire home/apt,1201,1,1201
10111,Cuauhtémoc,Entire home/apt,873,1,873
10112,Cuauhtémoc,Private room,250,1,250
10113,Tlalpan,Private room,230,1,230
10114,Cuauhtémoc,Private room,1560,1,1560
10115,Cuauhtémoc,Entire home/apt,1644,2,3288
10116,Cuauhtémoc,Entire home/apt,1250,1,1250
10117,Tlalpan,Entire home/apt,3800,1,3800
10118,Cuauhtémoc,Entire home/apt,1238,2,2476
10119,Cuauhtémoc,Private room,896,1,896
10120,Benito Juárez,Private room,758,1,758
10121,Iztapalapa,Entire home/apt,399,3,1197
10122,Miguel Hidalgo,Entire home/apt,857,2,1714
10123,Cuauhtémoc,Entire home/apt,1163,2,2326
10124,Cuauhtémoc,Entire home/apt,1435,1,1435
10125,Cuauhtémoc,Private room,871,1,871
10126,Cuauhtémoc,Private room,887,1,887
10127,Cuauhtémoc,Shared room,1700,1,1700
10128,Cuauhtémoc,Private room,853,1,853
10129,Cuauhtémoc,Entire home/apt,2426,3,7278
10130,Álvaro Obregón,Private room,213,2,426
10131,Cuauhtémoc,Entire home/apt,486,3,1458
10132,Cuauhtémoc,Entire home/apt,290,5,1450
10133,Cuauhtémoc,Private room,829,1,829
10134,Cuauhtémoc,Entire home/apt,3196,1,3196
10135,Miguel Hidalgo,Entire home/apt,6500,7,45500
10136,Cuauhtémoc,Entire home/apt,834,2,1668
10137,Cuauhtémoc,Entire home/apt,1619,1,1619
10138,Benito Juárez,Shared room,7500,365,2737500
10139,Cuauhtémoc,Private room,650,2,1300
10140,Coyoacán,Entire home/apt,2100,2,4200
10141,Xochimilco,Private room,230,1,230
10142,Iztapalapa,Entire home/apt,1190,5,5950
10143,Benito Juárez,Entire home/apt,650,1,650
10144,Miguel Hidalgo,Entire home/apt,1299,1,1299
10145,Benito Juárez,Entire home/apt,650,1,650
10146,Cuauhtémoc,Private room,1787,1,1787
10147,Cuauhtémoc,Private room,175,1,175
10148,Coyoacán,Private room,300,4,1200
10149,Cuauhtémoc,Private room,2600,1,2600
10150,Cuauhtémoc,Entire home/apt,4856,2,9712
10151,Cuauhtémoc,Private room,7633,1,7633
10152,Cuauhtémoc,Private room,6871,1,6871
10153,Cuauhtémoc,Shared room,579,1,579
10154,Miguel Hidalgo,Entire home/apt,306,1,306
10155,Cuauhtémoc,Private room,471,4,1884
10156,Coyoacán,Private room,350,3,1050
10157,Cuauhtémoc,Entire home/apt,3074,2,6148
10158,Cuauhtémoc,Shared room,303,1,303
10159,Cuauhtémoc,Shared room,303,1,303
10160,Benito Juárez,Private room,256,2,512
10161,Cuauhtémoc,Private room,350,364,127400
10162,Cuauhtémoc,Private room,803,1,803
10163,Cuajimalpa de Morelos,Private room,1000,1,1000
10164,Cuauhtémoc,Entire home/apt,1553,1,1553
10165,Cuauhtémoc,Shared room,303,1,303
10166,Cuauhtémoc,Private room,913,1,913
10167,Cuauhtémoc,Private room,760,1,760
10168,Miguel Hidalgo,Private room,767,1,767
10169,Cuauhtémoc,Shared room,303,1,303
10170,Cuauhtémoc,Shared room,303,1,303
10171,Cuauhtémoc,Shared room,303,1,303
10172,Cuauhtémoc,Shared room,303,1,303
10173,Cuauhtémoc,Shared room,303,1,303
10174,Cuauhtémoc,Private room,856,1,856
10175,Álvaro Obregón,Entire home/apt,650,120,78000
10176,Cuauhtémoc,Private room,910,1,910
10177,Cuauhtémoc,Entire home/apt,1747,3,5241
10178,Miguel Hidalgo,Private room,265,3,795
10179,Iztacalco,Entire home/apt,664,1,664
10180,Cuauhtémoc,Entire home/apt,1042,5,5210
10181,Miguel Hidalgo,Entire home/apt,1613,5,8065
10182,Cuauhtémoc,Private room,300,1,300
10183,Miguel Hidalgo,Private room,630,2,1260
10184,Azcapotzalco,Private room,225,5,1125
10185,Cuauhtémoc,Private room,485,1,485
10186,Benito Juárez,Entire home/apt,2500,30,75000
10187,Benito Juárez,Entire home/apt,900,5,4500
10188,Miguel Hidalgo,Entire home/apt,520,2,1040
10189,Miguel Hidalgo,Private room,1560,1,1560
10190,Miguel Hidalgo,Entire home/apt,3000,7,21000
10191,Miguel Hidalgo,Entire home/apt,10874,2,21748
10192,Álvaro Obregón,Private room,300,1,300
10193,Venustiano Carranza,Entire home/apt,1000,2,2000
10194,Iztacalco,Entire home/apt,2450,1,2450
10195,Iztacalco,Entire home/apt,6836,1,6836
10196,Gustavo A. Madero,Entire home/apt,1274,2,2548
10197,Cuauhtémoc,Private room,476,1,476
10198,Cuauhtémoc,Private room,1069,1,1069
10199,Benito Juárez,Entire home/apt,1125,7,7875
10200,Cuauhtémoc,Entire home/apt,1800,3,5400
10201,Benito Juárez,Entire home/apt,2000,3,6000
10202,Benito Juárez,Entire home/apt,875,2,1750
10203,Cuauhtémoc,Entire home/apt,650,9,5850
10204,Cuauhtémoc,Entire home/apt,2150,2,4300
10205,Cuauhtémoc,Private room,412,1,412
10206,Cuauhtémoc,Private room,9000,7,63000
10207,Cuauhtémoc,Private room,412,1,412
10208,Cuauhtémoc,Private room,412,1,412
10209,Miguel Hidalgo,Entire home/apt,2014,2,4028
10210,Xochimilco,Entire home/apt,8000,2,16000
10211,Cuauhtémoc,Private room,404,1,404
10212,Cuauhtémoc,Private room,1770,1,1770
10213,Cuauhtémoc,Private room,1180,1,1180
10214,Cuauhtémoc,Private room,1425,1,1425
10215,Benito Juárez,Entire home/apt,800,2,1600
10216,Álvaro Obregón,Entire home/apt,500,4,2000
10217,Iztacalco,Private room,4200,1,4200
10218,Miguel Hidalgo,Private room,451,1,451
10219,Cuauhtémoc,Entire home/apt,597,3,1791
10220,Coyoacán,Private room,319,2,638
10221,Benito Juárez,Entire home/apt,1000,4,4000
10222,Cuauhtémoc,Entire home/apt,1400,1,1400
10223,Cuauhtémoc,Private room,1333,1,1333
10224,Cuauhtémoc,Entire home/apt,1000,2,2000
10225,Tlalpan,Private room,580,1,580
10226,Cuauhtémoc,Entire home/apt,1156,10,11560
10227,Miguel Hidalgo,Entire home/apt,1305,1,1305
10228,Miguel Hidalgo,Entire home/apt,1400,3,4200
10229,Miguel Hidalgo,Entire home/apt,1250,2,2500
10230,Miguel Hidalgo,Private room,253,1,253
10231,Benito Juárez,Private room,350,3,1050
10232,Venustiano Carranza,Entire home/apt,500,1,500
10233,Miguel Hidalgo,Entire home/apt,1900,1,1900
10234,Miguel Hidalgo,Entire home/apt,406,3,1218
10235,Cuauhtémoc,Entire home/apt,1200,3,3600
10236,Cuajimalpa de Morelos,Entire home/apt,350,30,10500
10237,Gustavo A. Madero,Private room,320,15,4800
10238,Iztapalapa,Private room,300,1,300
10239,Cuauhtémoc,Entire home/apt,850,3,2550
10240,Benito Juárez,Entire home/apt,753,2,1506
10241,Cuauhtémoc,Entire home/apt,1029,2,2058
10242,Miguel Hidalgo,Entire home/apt,860,1,860
10243,Cuauhtémoc,Entire home/apt,1800,2,3600
10244,Miguel Hidalgo,Entire home/apt,889,1,889
10245,Cuajimalpa de Morelos,Private room,2349,1,2349
10246,Cuauhtémoc,Entire home/apt,1505,3,4515
10247,Cuajimalpa de Morelos,Private room,1399,1,1399
10248,Cuajimalpa de Morelos,Private room,3599,1,3599
10249,Cuauhtémoc,Entire home/apt,550,1,550
10250,Cuauhtémoc,Private room,386,2,772
10251,Cuauhtémoc,Entire home/apt,550,1,550
10252,Cuauhtémoc,Entire home/apt,945,1,945
10253,Cuauhtémoc,Entire home/apt,3256,2,6512
10254,Miguel Hidalgo,Private room,533,1,533
10255,Cuauhtémoc,Private room,1013,1,1013
10256,Cuajimalpa de Morelos,Private room,3249,1,3249
10257,Iztacalco,Entire home/apt,622,25,15550
10258,Miguel Hidalgo,Private room,3600,1,3600
10259,Cuauhtémoc,Entire home/apt,1143,1,1143
10260,Cuauhtémoc,Entire home/apt,700,1,700
10261,Miguel Hidalgo,Entire home/apt,1261,3,3783
10262,Cuajimalpa de Morelos,Entire home/apt,4822,2,9644
10263,Azcapotzalco,Private room,228,180,41040
10264,Cuauhtémoc,Private room,1230,1,1230
10265,Venustiano Carranza,Shared room,225,3,675
10266,Benito Juárez,Private room,478,1,478
10267,Miguel Hidalgo,Entire home/apt,1555,1,1555
10268,Miguel Hidalgo,Private room,550,2,1100
10269,Miguel Hidalgo,Entire home/apt,1452,1,1452
10270,Cuauhtémoc,Private room,5000,15,75000
10271,Coyoacán,Private room,290,3,870
10272,Miguel Hidalgo,Entire home/apt,1250,2,2500
10273,Miguel Hidalgo,Entire home/apt,749,1,749
10274,Cuauhtémoc,Private room,321,1,321
10275,Cuauhtémoc,Entire home/apt,977,1,977
10276,Miguel Hidalgo,Entire home/apt,1300,2,2600
10277,Cuauhtémoc,Private room,370,2,740
10278,Cuauhtémoc,Private room,290,1,290
10279,Miguel Hidalgo,Private room,450,1,450
10280,Miguel Hidalgo,Entire home/apt,1500,5,7500
10281,Cuauhtémoc,Entire home/apt,1431,2,2862
10282,Miguel Hidalgo,Entire home/apt,1391,2,2782
10283,Cuauhtémoc,Private room,1230,1,1230
10284,Cuauhtémoc,Private room,1871,1,1871
10285,Cuauhtémoc,Entire home/apt,590,1,590
10286,Cuauhtémoc,Entire home/apt,798,1,798
10287,Iztacalco,Entire home/apt,2760,1,2760
10288,Benito Juárez,Entire home/apt,1186,3,3558
10289,Álvaro Obregón,Private room,420,2,840
10290,Benito Juárez,Entire home/apt,1090,2,2180
10291,Gustavo A. Madero,Entire home/apt,1264,4,5056
10292,Gustavo A. Madero,Entire home/apt,836,4,3344
10293,Venustiano Carranza,Private room,800,1,800
10294,Miguel Hidalgo,Entire home/apt,1250,2,2500
10295,Benito Juárez,Entire home/apt,450,1,450
10296,Iztacalco,Private room,2240,1,2240
10297,Cuauhtémoc,Entire home/apt,1940,1,1940
10298,Miguel Hidalgo,Entire home/apt,1267,1,1267
10299,Cuauhtémoc,Entire home/apt,1787,1,1787
10300,Miguel Hidalgo,Entire home/apt,1500,2,3000
10301,Xochimilco,Private room,428,1,428
10302,Benito Juárez,Private room,500,1,500
10303,Miguel Hidalgo,Entire home/apt,1600,2,3200
10304,Miguel Hidalgo,Entire home/apt,1250,2,2500
10305,Miguel Hidalgo,Entire home/apt,1250,2,2500
10306,Coyoacán,Entire home/apt,670,2,1340
10307,Cuauhtémoc,Entire home/apt,2735,1,2735
10308,Miguel Hidalgo,Entire home/apt,1250,2,2500
10309,Cuauhtémoc,Entire home/apt,1800,1,1800
10310,Cuauhtémoc,Entire home/apt,989,2,1978
10311,Miguel Hidalgo,Private room,926,1,926
10312,Cuajimalpa de Morelos,Entire home/apt,1400,1,1400
10313,Cuauhtémoc,Entire home/apt,1878,4,7512
10314,Gustavo A. Madero,Private room,800,1,800
10315,Cuajimalpa de Morelos,Entire home/apt,1250,15,18750
10316,Cuauhtémoc,Entire home/apt,1398,5,6990
10317,Cuauhtémoc,Private room,280,1,280
10318,Coyoacán,Private room,6538,1,6538
10319,Cuauhtémoc,Entire home/apt,1553,5,7765
10320,Xochimilco,Private room,2200,1,2200
10321,Cuauhtémoc,Entire home/apt,1167,2,2334
10322,Benito Juárez,Private room,250,3,750
10323,Cuauhtémoc,Shared room,456,1,456
10324,Benito Juárez,Entire home/apt,1236,2,2472
10325,Miguel Hidalgo,Private room,260,180,46800
10326,Azcapotzalco,Entire home/apt,455,2,910
10327,Miguel Hidalgo,Private room,550,1,550
10328,Miguel Hidalgo,Private room,550,1,550
10329,Miguel Hidalgo,Entire home/apt,1246,2,2492
10330,Cuauhtémoc,Shared room,1042,1,1042
10331,Cuauhtémoc,Private room,1228,1,1228
10332,Tlalpan,Private room,222,60,13320
10333,Miguel Hidalgo,Entire home/apt,2038,1,2038
10334,Benito Juárez,Entire home/apt,950,2,1900
10335,Iztapalapa,Private room,210,1,210
10336,Cuajimalpa de Morelos,Private room,350,30,10500
10337,Cuauhtémoc,Entire home/apt,880,1,880
10338,Miguel Hidalgo,Entire home/apt,340,1,340
10339,Cuauhtémoc,Entire home/apt,1747,1,1747
10340,Cuauhtémoc,Entire home/apt,2619,1,2619
10341,Miguel Hidalgo,Entire home/apt,1045,1,1045
10342,Venustiano Carranza,Entire home/apt,300,1,300
10343,Cuauhtémoc,Entire home/apt,951,3,2853
10344,Cuauhtémoc,Private room,1228,1,1228
10345,Cuauhtémoc,Private room,1228,1,1228
10346,Cuauhtémoc,Entire home/apt,933,2,1866
10347,Miguel Hidalgo,Entire home/apt,2150,3,6450
10348,Coyoacán,Private room,450,2,900
10349,Cuauhtémoc,Private room,970,2,1940
10350,Cuauhtémoc,Entire home/apt,750,6,4500
10351,Cuauhtémoc,Entire home/apt,1050,3,3150
10352,Coyoacán,Private room,350,2,700
10353,Miguel Hidalgo,Entire home/apt,1743,1,1743
10354,Benito Juárez,Entire home/apt,1481,1,1481
10355,Cuauhtémoc,Entire home/apt,1051,1,1051
10356,La Magdalena Contreras,Private room,290,1,290
10357,Benito Juárez,Private room,5832,15,87480
10358,Benito Juárez,Private room,700,1,700
10359,Miguel Hidalgo,Entire home/apt,1900,1,1900
10360,Iztapalapa,Private room,1000,3,3000
10361,Cuauhtémoc,Private room,299,7,2093
10362,Cuauhtémoc,Private room,850,2,1700
10363,Álvaro Obregón,Private room,314,1,314
10364,Cuajimalpa de Morelos,Entire home/apt,2600,1,2600
10365,Benito Juárez,Entire home/apt,1186,1,1186
10366,Coyoacán,Entire home/apt,405,7,2835
10367,Benito Juárez,Entire home/apt,1186,1,1186
10368,Benito Juárez,Entire home/apt,1044,1,1044
10369,Benito Juárez,Entire home/apt,1044,1,1044
10370,Benito Juárez,Entire home/apt,1044,1,1044
10371,Cuauhtémoc,Entire home/apt,875,3,2625
10372,Cuajimalpa de Morelos,Entire home/apt,785,1,785
10373,Coyoacán,Private room,239,1,239
10374,Cuauhtémoc,Entire home/apt,829,1,829
10375,Álvaro Obregón,Private room,406,7,2842
10376,Miguel Hidalgo,Entire home/apt,2911,1,2911
10377,Miguel Hidalgo,Entire home/apt,3500,2,7000
10378,Benito Juárez,Private room,251,5,1255
10379,Cuauhtémoc,Entire home/apt,900,2,1800
10380,Benito Juárez,Entire home/apt,1200,30,36000
10381,Cuauhtémoc,Entire home/apt,2500,2,5000
10382,Tlalpan,Private room,750,1,750
10383,Iztapalapa,Entire home/apt,1295,30,38850
10384,Coyoacán,Private room,260,3,780
10385,Iztapalapa,Private room,2400,1,2400
10386,Cuauhtémoc,Private room,700,1,700
10387,Miguel Hidalgo,Entire home/apt,1300,1,1300
10388,Benito Juárez,Private room,500,2,1000
10389,Iztacalco,Entire home/apt,685,1,685
10390,Benito Juárez,Entire home/apt,1944,30,58320
10391,Cuauhtémoc,Entire home/apt,1064,1,1064
10392,Cuajimalpa de Morelos,Entire home/apt,850,1,850
10393,Cuauhtémoc,Entire home/apt,1400,1,1400
10394,Cuauhtémoc,Entire home/apt,1342,1,1342
10395,Cuauhtémoc,Entire home/apt,1400,1,1400
10396,Miguel Hidalgo,Entire home/apt,1250,2,2500
10397,Cuauhtémoc,Entire home/apt,1045,1,1045
10398,Cuauhtémoc,Entire home/apt,3000,2,6000
10399,Cuajimalpa de Morelos,Entire home/apt,784,5,3920
10400,Miguel Hidalgo,Entire home/apt,3386,1,3386
10401,Benito Juárez,Private room,214,1,214
10402,Tlalpan,Private room,450,2,900
10403,Cuauhtémoc,Shared room,456,1,456
10404,Venustiano Carranza,Entire home/apt,611,2,1222
10405,Coyoacán,Private room,650,3,1950
10406,Miguel Hidalgo,Entire home/apt,2500,2,5000
10407,Coyoacán,Private room,893,1,893
10408,Coyoacán,Private room,557,3,1671
10409,Benito Juárez,Entire home/apt,1542,2,3084
10410,Cuauhtémoc,Entire home/apt,1362,1,1362
10411,Cuauhtémoc,Entire home/apt,1387,1,1387
10412,Cuauhtémoc,Entire home/apt,1387,1,1387
10413,Miguel Hidalgo,Entire home/apt,3000,2,6000
10414,Cuauhtémoc,Entire home/apt,1049,1,1049
10415,Cuauhtémoc,Entire home/apt,1300,1,1300
10416,Coyoacán,Private room,450,3,1350
10417,Miguel Hidalgo,Entire home/apt,1800,1,1800
10418,Miguel Hidalgo,Entire home/apt,1611,2,3222
10419,Miguel Hidalgo,Entire home/apt,4000,365,1460000
10420,Venustiano Carranza,Entire home/apt,4200,365,1533000
10421,Milpa Alta,Entire home/apt,8500,1,8500
10422,Gustavo A. Madero,Private room,230,1,230
10423,Cuauhtémoc,Private room,486,2,972
10424,Miguel Hidalgo,Private room,450,1,450
10425,Miguel Hidalgo,Entire home/apt,1800,1,1800
10426,Cuauhtémoc,Entire home/apt,1700,3,5100
10427,Miguel Hidalgo,Entire home/apt,1800,1,1800
10428,Cuauhtémoc,Entire home/apt,1157,2,2314
10429,Miguel Hidalgo,Entire home/apt,2400,1,2400
10430,Milpa Alta,Private room,4000,1,4000
10431,Cuauhtémoc,Entire home/apt,936,1,936
10432,Cuauhtémoc,Entire home/apt,1171,1,1171
10433,Cuauhtémoc,Entire home/apt,14645,3,43935
10434,Coyoacán,Entire home/apt,750,1,750
10435,Miguel Hidalgo,Entire home/apt,1750,4,7000
10436,Miguel Hidalgo,Entire home/apt,794,3,2382
10437,Cuauhtémoc,Private room,400,1,400
10438,Cuajimalpa de Morelos,Entire home/apt,1299,1,1299
10439,Tlalpan,Private room,220,5,1100
10440,Miguel Hidalgo,Entire home/apt,729,4,2916
10441,Tlalpan,Private room,230,5,1150
10442,Cuauhtémoc,Entire home/apt,1611,2,3222
10443,Benito Juárez,Private room,256,1,256
10444,Álvaro Obregón,Private room,595,1,595
10445,Cuauhtémoc,Entire home/apt,1045,1,1045
10446,Xochimilco,Shared room,224,15,3360
10447,Cuajimalpa de Morelos,Entire home/apt,953,3,2859
10448,Cuauhtémoc,Entire home/apt,1657,2,3314
10449,Miguel Hidalgo,Private room,650,1,650
10450,Cuauhtémoc,Entire home/apt,1764,21,37044
10451,Coyoacán,Entire home/apt,1800,2,3600
10452,Benito Juárez,Private room,204,1,204
10453,Cuauhtémoc,Entire home/apt,1300,1,1300
10454,Miguel Hidalgo,Entire home/apt,1899,2,3798
10455,Cuauhtémoc,Private room,208,28,5824
10456,Cuauhtémoc,Entire home/apt,1350,1,1350
10457,Cuauhtémoc,Entire home/apt,4439,2,8878
10458,Cuauhtémoc,Entire home/apt,1600,1,1600
10459,Cuauhtémoc,Entire home/apt,1029,1,1029
10460,Benito Juárez,Private room,460,5,2300
10461,Venustiano Carranza,Private room,434,1,434
10462,Venustiano Carranza,Private room,657,1,657
10463,Coyoacán,Entire home/apt,495,2,990
10464,Cuauhtémoc,Entire home/apt,1425,1,1425
10465,Tlalpan,Private room,420,1,420
10466,Benito Juárez,Entire home/apt,1353,1,1353
10467,Cuauhtémoc,Entire home/apt,679,5,3395
10468,Miguel Hidalgo,Entire home/apt,1220,1,1220
10469,Cuauhtémoc,Entire home/apt,2004,1,2004
10470,Coyoacán,Private room,1000,1,1000
10471,Miguel Hidalgo,Private room,265,3,795
10472,Miguel Hidalgo,Entire home/apt,989,2,1978
10473,Coyoacán,Private room,390,28,10920
10474,Coyoacán,Private room,1000,1,1000
10475,Coyoacán,Private room,1000,1,1000
10476,Iztapalapa,Entire home/apt,310,1,310
10477,Cuauhtémoc,Private room,423,1,423
10478,Miguel Hidalgo,Entire home/apt,2843,2,5686
10479,Cuauhtémoc,Entire home/apt,2862,1,2862
10480,Cuauhtémoc,Entire home/apt,1200,2,2400
10481,Benito Juárez,Entire home/apt,1599,1,1599
10482,Cuauhtémoc,Private room,3200,1,3200
10483,Cuauhtémoc,Private room,2000,1,2000
10484,Cuauhtémoc,Private room,1572,1,1572
10485,Cuauhtémoc,Entire home/apt,1870,2,3740
10486,Benito Juárez,Entire home/apt,1248,1,1248
10487,Miguel Hidalgo,Entire home/apt,1800,1,1800
10488,Cuauhtémoc,Private room,2500,1,2500
10489,Cuauhtémoc,Private room,1228,1,1228
10490,Cuauhtémoc,Private room,2025,1,2025
10491,Cuauhtémoc,Entire home/apt,1463,1,1463
10492,Miguel Hidalgo,Entire home/apt,4027,1,4027
10493,Cuauhtémoc,Entire home/apt,1361,2,2722
10494,Cuauhtémoc,Entire home/apt,1395,1,1395
10495,Xochimilco,Entire home/apt,550,1,550
10496,Benito Juárez,Private room,350,1,350
10497,Cuauhtémoc,Private room,1572,1,1572
10498,Cuauhtémoc,Private room,1572,1,1572
10499,Cuauhtémoc,Entire home/apt,1100,1,1100
10500,Cuauhtémoc,Private room,299,28,8372
10501,Cuauhtémoc,Entire home/apt,1100,1,1100
10502,Cuauhtémoc,Entire home/apt,1100,1,1100
10503,Tlalpan,Entire home/apt,5500,1,5500
10504,Álvaro Obregón,Entire home/apt,800,2,1600
10505,Miguel Hidalgo,Entire home/apt,950,7,6650
10506,Cuauhtémoc,Entire home/apt,600,1,600
10507,Cuauhtémoc,Entire home/apt,1000,1,1000
10508,Cuauhtémoc,Private room,3429,1,3429
10509,Cuauhtémoc,Entire home/apt,950,1,950
10510,Miguel Hidalgo,Entire home/apt,320,1,320
10511,Miguel Hidalgo,Private room,265,3,795
10512,Cuajimalpa de Morelos,Entire home/apt,1200,1,1200
10513,Benito Juárez,Entire home/apt,890,2,1780
